v_4,v_3,v_2,v_1,v_0,f_1,f_2,f_3,f_4,"w_1,1","w_1,2","w_1,3","w_1,4","w_2,1","w_2,2","w_2,3","w_2,4","w_3,1","w_3,2","w_3,3","w_3,4","w_4,1","w_4,2","w_4,3","w_4,4",CycleLenMSQ,NumAttractors,GenotypeCount,Robustness_std,Robustness_mean,Evolvability,metagraph_x,metagraph_y
0,0,0,2,12,0101010101010100,0011001100110011,0000111100001111,0100000011111111,3,-2,-2,1,-1,3,0,-1,-1,0,3,-1,-1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.692599,-0.669532
0,0,0,2,12,0101010111010101,0011001100110011,0000111100001111,0000000011111110,3,-2,-2,-1,-1,3,0,-1,-1,0,3,-1,1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.432846,-0.94585
0,0,0,2,12,0101010111010101,0011001100110011,0000111100001111,0000100011111111,3,-2,-2,-1,-1,3,0,-1,-1,0,3,1,1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.455813,-0.924502
0,0,0,2,12,0101010111010101,0011001100110011,0000111100001111,0010000011111111,3,-2,-2,-1,-1,3,0,1,-1,0,3,-1,1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.478647,-0.834701
0,0,0,2,12,0101110101010101,0011001100110011,0000111100001111,0000000011111110,3,-2,-2,-1,-1,3,0,-1,1,0,3,-1,-1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.437159,-0.886821
0,0,0,2,12,0101110101010101,0011001100110011,0000111100001111,0010000011111111,3,-2,-2,-1,-1,3,0,1,1,0,3,-1,-1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.663745,-0.903122
0,0,0,2,12,0101110101010101,0011001100110011,0000111100001111,0100000011111111,3,-2,-2,1,-1,3,0,-1,1,0,3,-1,-1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.545679,-0.916386
0,0,0,2,12,0111010101010101,0011001100110011,0000111100001111,0000000011111110,3,-2,-2,-1,1,3,0,-1,-1,0,3,-1,-1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,95,0.549001,-0.880271
0,0,0,2,12,0111010101010101,0011001100110011,0000111100001111,0000100011111111,3,-2,-2,-1,1,3,0,-1,-1,0,3,1,-1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.708793,-0.889605
0,0,0,2,12,0111010101010101,0011001100110011,0000111100001111,0100000011111111,3,-2,-2,1,1,3,0,-1,-1,0,3,-1,-1,0,0,3,1.0,14,225,0.027003086243366083,0.06666666666666667,94,0.680294,-0.713944
